game_id,start_time,home,away,p_home,p_draw,p_away,pick,outcome,is_draw,normalized_b365_draw
soccer:epl:2026-04-18:brentford:fulham,2026-04-18T11:30:00Z,Brentford,Fulham,0.46000444889068604,0.29375240206718445,0.24624313414096832,0,1,1,0.25383542538354253
soccer:epl:2026-04-18:leeds:wolves,2026-04-18T14:00:00Z,Leeds,Wolves,0.3804553747177124,0.2219972163438797,0.3975473940372467,2,0,0,0.24475800094592468
soccer:epl:2026-04-18:newcastle:bournemouth,2026-04-18T14:00:00Z,Newcastle,Bournemouth,0.5071855783462524,0.22328639030456543,0.26952803134918213,0,2,0,0.2533936651583711
soccer:epl:2026-04-18:tottenham:brighton,2026-04-18T16:30:00Z,Tottenham,Brighton,0.1196184754371643,0.22330957651138306,0.6570720076560974,2,1,1,0.25307557117750434
soccer:epl:2026-04-18:chelsea:man-united,2026-04-18T19:00:00Z,Chelsea,Man United,0.4527852237224579,0.15442782640457153,0.39278697967529297,0,2,0,0.27139552814186585
soccer:epl:2026-04-19:aston-villa:sunderland,2026-04-19T13:00:00Z,Aston Villa,Sunderland,0.47535452246665955,0.16192041337490082,0.3627251386642456,0,0,0,0.2546261002148451
soccer:epl:2026-04-19:everton:liverpool,2026-04-19T13:00:00Z,Everton,Liverpool,0.4635334312915802,0.35189998149871826,0.18456657230854034,0,2,0,0.27971753628874063
soccer:epl:2026-04-19:nottm-forest:burnley,2026-04-19T13:00:00Z,Nott'm Forest,Burnley,0.7429970502853394,0.12208077311515808,0.13492220640182495,0,0,0,0.2272727272727273
soccer:epl:2026-04-19:man-city:arsenal,2026-04-19T15:30:00Z,Man City,Arsenal,0.8099595308303833,0.1094808578491211,0.08055965602397919,0,0,0,0.25622562256225623
soccer:epl:2026-04-20:crystal-palace:west-ham,2026-04-20T19:00:00Z,Crystal Palace,West Ham,0.3540947139263153,0.3497820794582367,0.296123206615448,0,1,1,0.2961387171871237
soccer:epl:2026-04-21:brighton:chelsea,2026-04-21T19:00:00Z,Brighton,Chelsea,0.5355096459388733,0.16731713712215424,0.2971731722354889,0,0,0,0.2705410821643286
soccer:epl:2026-04-22:bournemouth:leeds,2026-04-22T19:00:00Z,Bournemouth,Leeds,0.3772558569908142,0.377724289894104,0.24501988291740417,1,1,1,0.26865671641791045
soccer:epl:2026-04-22:burnley:man-city,2026-04-22T19:00:00Z,Burnley,Man City,0.03241659328341484,0.11973243206739426,0.8478509783744812,2,2,0,0.10595144097907619
soccer:epl:2026-04-24:sunderland:nottm-forest,2026-04-24T19:00:00Z,Sunderland,Nott'm Forest,0.5633164644241333,0.2591039836406708,0.17757952213287354,0,2,0,0.2967032967032967
soccer:epl:2026-04-25:fulham:aston-villa,2026-04-25T11:30:00Z,Fulham,Aston Villa,0.20909956097602844,0.2889869511127472,0.5019134283065796,2,0,0,0.26465678090935874
soccer:epl:2026-04-25:liverpool:crystal-palace,2026-04-25T14:00:00Z,Liverpool,Crystal Palace,0.6897079944610596,0.21338249742984772,0.0969095230102539,0,0,0,0.1896733403582719
soccer:epl:2026-04-25:west-ham:everton,2026-04-25T14:00:00Z,West Ham,Everton,0.4109908938407898,0.17556063830852509,0.4134484529495239,2,0,0,0.27862289831865494
soccer:epl:2026-04-25:wolves:tottenham,2026-04-25T14:00:00Z,Wolves,Tottenham,0.15588456392288208,0.4538078010082245,0.3903076648712158,1,2,0,0.21953720447195677
