Connectome,Body_ID,Root_Side,Superclass,Class,Subclass,Type,Subtype,Entry_Nerve
maleCNS,101032,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,108865,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,104118,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,107860,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,100359,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,102277,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,110937,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MesoLN
maleCNS,110249,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,112469,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,123771,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,130228,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,110253,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,130347,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,160012,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
maleCNS,211648,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,MetaLN
FAFB – Flywire,720575940626163697,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940624968841,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940625021573,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940637689728,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940603765937,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940606279179,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940615677090,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940620797976,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940624449881,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940625907143,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940638065469,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940638631843,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940640390709,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940626022218,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940632706970,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940637562469,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940614190709,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940615853851,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940618586862,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940619625792,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940621082623,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940623626288,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940629593401,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940633320628,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
FAFB – Flywire,720575940645126020,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG1,-,-
maleCNS,91221,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,ProLN
maleCNS,526151,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,ProLN
maleCNS,87710,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,ProLN
maleCNS,92929,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,ProLN
maleCNS,93294,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MesoLN
maleCNS,94367,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MesoLN
maleCNS,91302,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MesoLN
maleCNS,219573,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MesoLN
maleCNS,123191,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MetaLN
maleCNS,151556,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MetaLN
maleCNS,162704,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,MetaLN
FAFB – Flywire,720575940622450924,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940622861326,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940624967305,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940625632516,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940627903804,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940633189624,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940606567125,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940612446866,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940617597268,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940625526805,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940627588218,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
FAFB – Flywire,720575940633366498,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG2,-,-
maleCNS,64607,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MesoLN
maleCNS,64399,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MesoLN
maleCNS,69544,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MesoLN
maleCNS,114858,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MetaLN
maleCNS,834861,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MetaLN
maleCNS,95057,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MetaLN
maleCNS,117741,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,MetaLN
FAFB – Flywire,720575940619421823,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,-
FAFB – Flywire,720575940624805765,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,-
FAFB – Flywire,720575940631092947,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,-
FAFB – Flywire,720575940637507645,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,-
FAFB – Flywire,720575940608787413,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,-
FAFB – Flywire,720575940633366242,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG3,-,-
maleCNS,107589,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MesoLN
maleCNS,117577,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MesoLN
maleCNS,158610,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MesoLN
maleCNS,518862,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MetaLN
maleCNS,858698,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MetaLN
maleCNS,116066,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MetaLN
maleCNS,177187,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MetaLN
maleCNS,514548,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,MetaLN
FAFB – Flywire,720575940627764780,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940627902268,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940628265467,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940634672610,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940608664184,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940618388463,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940634407566,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
FAFB – Flywire,720575940619696133,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG4,-,-
maleCNS,61311,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,ProLN
maleCNS,60056,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,ProLN
maleCNS,516654,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,ProLN
maleCNS,59198,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,ProLN
FAFB – Flywire,720575940606343945,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,-
FAFB – Flywire,720575940618029733,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,-
FAFB – Flywire,720575940626217744,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,-
FAFB – Flywire,720575940657653633,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG5,-,-
maleCNS,36812,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,ProLN
maleCNS,60774,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,ProLN
maleCNS,81442,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,ProLN
maleCNS,58532,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,ProLN
FAFB – Flywire,720575940624433027,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,-
FAFB – Flywire,720575940635630308,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,-
FAFB – Flywire,720575940622949820,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,-
FAFB – Flywire,720575940628524150,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG6,-,-
maleCNS,73646,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,ProLN
maleCNS,85089,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,ProLN
maleCNS,84693,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,MesoLN
maleCNS,76789,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,ProLN
maleCNS,76330,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,ProLN
FAFB – Flywire,720575940615134557,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,-
FAFB – Flywire,720575940624813437,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,-
FAFB – Flywire,720575940644464919,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,-
FAFB – Flywire,720575940623158154,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,-
FAFB – Flywire,720575940627513210,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,-
FAFB – Flywire,720575940631454433,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG7,-,-
maleCNS,138437,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MesoLN
maleCNS,515547,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MesoLN
maleCNS,545085,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MesoLN
maleCNS,140790,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MetaLN
maleCNS,141234,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MetaLN
maleCNS,144990,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MetaLN
maleCNS,457929,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MetaLN
maleCNS,515545,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,MetaLN
FAFB – Flywire,720575940606526421,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940630911991,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940633303988,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940636985422,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940645084548,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940615903259,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940615929373,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
FAFB – Flywire,720575940629717097,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG8,-,-
maleCNS,95462,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG9,-,ProLN
maleCNS,97180,R,Sensory Ascending,Gustatory,Leg Bristle,LgAG9,-,ProLN
maleCNS,88607,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG9,-,ProLN
FAFB – Flywire,720575940623804106,L,Sensory Ascending,Gustatory,Leg Bristle,LgAG9,-,-
maleCNS,1059523511,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
maleCNS,189067,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
maleCNS,220941,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
maleCNS,108049,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,24635,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,43726,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,44495,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,45478,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,45505,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,47100,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,47457,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,48532,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,49438,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,49907,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,49957,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,167887,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,52792479575,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,51971769437,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,53613193093,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,40526,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,43592,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,44787,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,44854,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,57998,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,58929,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,61084,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,68099,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,95663,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,100031,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,151705,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,151706,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,50740669691,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,51151028029,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,53609615822,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,ProLN
MANC,42538,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,43838,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,44531,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,44625,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,45512,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,50450,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,53914,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,59410,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,61009,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,61471,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,151702,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,52792480699,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,42765,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,43410,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,46305,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,48041,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,54087,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,57028,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,57150,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,61168,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,105118,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,105119,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,48685322255,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MesoLN
MANC,44959,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,45133,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,45927,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,46272,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,47269,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,48578,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,51588,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,79077,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,97550,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,49919962216,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,49920001117,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,52788943322,R,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,28991,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,39340,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,45122,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,47553,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,47845,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,49661,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,57631,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,58127,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,68365,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,151689,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,151700,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,50740666615,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
MANC,53609617775,L,Sensory Ascending,Gustatory,Leg Bristle,-,-,MetaLN
maleCNS,808675,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,808700,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,808897,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,809517,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,809934,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,810380,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,810971,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,803913,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,811977,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,812222,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,812891,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,813487,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,813985,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,814139,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,814149,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,814904,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,814906,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,815109,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,815614,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,815646,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,815753,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,815772,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,816272,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,816329,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,816578,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,816973,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,817238,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,817812,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,817847,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,818149,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,818197,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,819004,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,819025,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,820115,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,820526,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,821469,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,822551,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,829017,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,831584,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,906067,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,906068,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,906069,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,906507,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,906508,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,906509,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,911139,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,912360,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,1066271676,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,1077651596,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,816255,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,829590,R,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,808403,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,808523,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,809482,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,809861,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,810621,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,811372,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,811515,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,811655,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,812257,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,812671,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,812735,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,813468,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,813486,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,813785,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,813913,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,814496,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,814557,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,814558,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1a,MetaLN
maleCNS,815154,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,815156,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
maleCNS,815761,L,Sensory,Gustatory,Leg Bristle,LgLG1,LgLG1b,MetaLN
