Connectome,Body_ID,Root_Side,Superclass,Class,Subclass,Type,Subtype,Entry_Nerve
maleCNS,163395,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,375038,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,556797,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,115666,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,154544,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,144334,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,168492,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,173462,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,557937,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,140334446,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,144295263,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940617433830,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940618682526,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940619659861,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940621864060,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940624310345,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940629416318,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940634859188,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940638312262,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940604027168,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940610259370,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940617094208,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940619028208,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940621008895,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940626287336,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940627692048,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
FAFB – Flywire,720575940630195909,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1a,MxLbN
maleCNS,522762,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
maleCNS,514546,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
maleCNS,522752,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
maleCNS,511882,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
maleCNS,514547,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
maleCNS,912379,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940623183083,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940625750105,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940629481516,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940618025199,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940646212996,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940610483162,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
FAFB – Flywire,720575940621778381,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1b,MxLbN
maleCNS,107241,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,208885,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,256844,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,522746,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,522761,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,522841,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,304136793,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,81741,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,125111,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,517255,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,518112,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,522753,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,522754,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,533618,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,324178811,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,772366874,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940618887217,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940604714528,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940603266592,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940610773090,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940637742911,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940642088333,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940619197093,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940629146711,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940613061118,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940619072513,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
FAFB – Flywire,720575940645743412,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1c,MxLbN
maleCNS,549024,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
maleCNS,139178,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
maleCNS,911389008,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
maleCNS,602736959,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
maleCNS,54104,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940628962407,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940615641798,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940617239197,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940602353632,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940622298631,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940610481370,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940627578156,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
FAFB – Flywire,720575940614281266,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1d,MxLbN
maleCNS,44816,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,111660,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,209688,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,534361,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,912111327,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,792429427,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,551057545,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,947005552,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,418840426,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,137497,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,154359,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,175572,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,200001,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,232730,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,908747,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,214700177,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,633272971,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,491986845,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,919429,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940620692833,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940611849178,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940621898665,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940624976572,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940625450498,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940625696601,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940627402568,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940627438906,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940631204163,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940637747519,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940638813016,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940643065032,R,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940615274425,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940626241636,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940610683315,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940612920386,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940614211295,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940621375231,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940624079544,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940626016017,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940628198503,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940631082124,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
FAFB – Flywire,720575940638218173,L,Sensory,Gustatory,Labellar Bristle,LB1,LB1e,MxLbN
maleCNS,512913,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
maleCNS,120770012,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
maleCNS,77868,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
maleCNS,919015263,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
FAFB – Flywire,720575940630597839,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
FAFB – Flywire,720575940622853011,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
FAFB – Flywire,720575940627265265,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
FAFB – Flywire,720575940624604560,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2a,MxLbN
maleCNS,114239,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
maleCNS,421193662,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
maleCNS,723961295,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
FAFB – Flywire,720575940631331855,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
FAFB – Flywire,720575940634278295,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
FAFB – Flywire,720575940619387814,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
FAFB – Flywire,720575940628832256,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2b,MxLbN
maleCNS,136276,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
maleCNS,253648,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
maleCNS,456631823,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
maleCNS,821826349,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
maleCNS,223836,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
maleCNS,517916,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940634683743,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940637580102,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940614734186,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940632146340,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940629211607,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940615089369,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
FAFB – Flywire,720575940614273292,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2c,MxLbN
maleCNS,338530985,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2d,MxLbN
maleCNS,850920533,R,Sensory,Gustatory,Labellar Bristle,LB2,LB2d,MxLbN
maleCNS,918869,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2d,MxLbN
maleCNS,824721257,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2d,MxLbN
maleCNS,285495498,L,Sensory,Gustatory,Labellar Bristle,LB2,LB2d,MxLbN
maleCNS,140619,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,141663,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,166190,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,183061,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,199308,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,374701,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,518542,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,388541892,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,456838775,L,Sensory,Gustatory,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,553738738,L,Sensory,Gustatory,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,786482749,L,Sensory,Gustatory,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,187776,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,136183,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,160435,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,167663,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,178913,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,203234,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940615516319,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940617510720,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940617674909,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940618601782,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940621509759,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940622136022,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940624373483,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940628116476,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940629821500,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940636487598,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940614163367,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940621506943,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940627394376,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940630741701,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940638011994,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940627821896,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940634796536,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940613786774,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940613996959,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940616177458,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940616811265,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940617857694,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940622902535,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940625203504,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940626674182,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940630553415,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940631898285,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940635392910,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940644965399,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
FAFB – Flywire,720575940660292225,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3a,MxLbN
maleCNS,163597,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,183084,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,187492,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,209155,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,557646,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,213650853,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,71254,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,159772,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,272263,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,766547228,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,174444965,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940621508479,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940622200233,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940629510338,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940629884119,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940610296622,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940641339611,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940616851286,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940631656504,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940617801499,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940632880173,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940614302370,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940634023961,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940607737099,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940609919897,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940617181725,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940617937543,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940622413508,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940622825736,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940627490663,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940629025324,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940639043280,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940607347634,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940631393484,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940629176663,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
FAFB – Flywire,720575940632510479,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3b,MxLbN
maleCNS,72059,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,92440,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,140015,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,202888,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,516217,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,101087,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,120303,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,142827,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,215556,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,942168,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,957530,R,Sensory,Gustatory,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,475202322,L,Sensory,Gustatory,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,180314,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,190769,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,78240,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,85806,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,261450,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,262567,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,512551,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,531237,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,933317,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,158893964,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,349137284,L,Sensory,Gustatory,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940612445938,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940612612581,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940616742657,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940612010137,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940622731229,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940632627660,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940608305161,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940620296641,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940620589838,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940629388135,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940631147148,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940627907883,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940616885538,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
