protocol,pathway,test,sample,time_s,kc_class,d,n,D,N,weight
fig7_reversal,da_only,3,start,1260.0,a_only,0.7710496596779011,0.0,0.7712851209418502,0.0,0.2287148790581498
fig7_reversal,da_only,3,start,1260.0,b_only,0.9864314409877991,0.0,0.9858671509918503,0.0,0.014132849008149706
fig7_reversal,da_only,3,start,1260.0,shared,0.9999999661050567,0.0,0.9999999646947778,0.0,3.530522219019616e-08
fig7_reversal,da_only,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,da_only,3,last_30s_start,1290.0,a_only,0.7710496596779011,0.0,0.7711362810361002,0.0,0.2288637189638998
fig7_reversal,da_only,3,last_30s_start,1290.0,b_only,0.9864314409877991,0.0,0.9862238502994308,0.0,0.013776149700569174
fig7_reversal,da_only,3,last_30s_start,1290.0,shared,0.9999999661050567,0.0,0.9999999655862442,0.0,3.441375584500861e-08
fig7_reversal,da_only,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,da_only,3,end,1320.0,a_only,0.7710496596779011,0.0,0.7710815258947488,0.0,0.22891847410525124
fig7_reversal,da_only,3,end,1320.0,b_only,0.9864314409877991,0.0,0.9863550726413697,0.0,0.013644927358630321
fig7_reversal,da_only,3,end,1320.0,shared,0.9999999661050567,0.0,0.9999999659141962,0.0,3.408580384611781e-08
fig7_reversal,da_only,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,da_only,4,start,1860.0,a_only,0.45840486618393755,0.0,0.4585449136486537,0.0,0.5414550863513463
fig7_reversal,da_only,4,start,1860.0,b_only,0.9999975019496742,0.0,0.9999973954909497,0.0,2.6045090503190593e-06
fig7_reversal,da_only,4,start,1860.0,shared,0.9999999999937598,0.0,0.9999999999934939,0.0,6.506128968908342e-12
fig7_reversal,da_only,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,da_only,4,last_30s_start,1890.0,a_only,0.45840486618393755,0.0,0.45845638676699485,0.0,0.5415436132330051
fig7_reversal,da_only,4,last_30s_start,1890.0,b_only,0.9999975019496742,0.0,0.9999974627856981,0.0,2.5372143018786986e-06
fig7_reversal,da_only,4,last_30s_start,1890.0,shared,0.9999999999937598,0.0,0.9999999999936618,0.0,6.338152225282556e-12
fig7_reversal,da_only,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,da_only,4,end,1920.0,a_only,0.45840486618393755,0.0,0.45842381954724143,0.0,0.5415761804527586
fig7_reversal,da_only,4,end,1920.0,b_only,0.9999975019496742,0.0,0.9999974875420525,0.0,2.5124579474677944e-06
fig7_reversal,da_only,4,end,1920.0,shared,0.9999999999937598,0.0,0.9999999999937237,0.0,6.276312802810935e-12
fig7_reversal,da_only,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,1,start,300.0,a_only,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_reversal,no_only,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,1,start,300.0,shared,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_reversal,no_only,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,1,last_30s_start,330.0,a_only,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_reversal,no_only,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,1,last_30s_start,330.0,shared,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_reversal,no_only,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,1,end,360.0,a_only,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_reversal,no_only,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,1,end,360.0,shared,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_reversal,no_only,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,2,start,900.0,a_only,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_reversal,no_only,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,2,start,900.0,shared,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_reversal,no_only,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,2,last_30s_start,930.0,a_only,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_reversal,no_only,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,2,last_30s_start,930.0,shared,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_reversal,no_only,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,2,end,960.0,a_only,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_reversal,no_only,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,2,end,960.0,shared,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_reversal,no_only,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,3,start,1260.0,a_only,0.0,0.8043088994720129,0.0,0.7198916004938929,1.719891600493893
fig7_reversal,no_only,3,start,1260.0,b_only,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_reversal,no_only,3,start,1260.0,shared,0.0,0.9785063986549101,0.0,0.7716062061882443,1.7716062061882443
fig7_reversal,no_only,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,3,last_30s_start,1290.0,a_only,0.0,0.8043088994720129,0.0,0.7240086807471511,1.724008680747151
fig7_reversal,no_only,3,last_30s_start,1290.0,b_only,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_reversal,no_only,3,last_30s_start,1290.0,shared,0.0,0.9785063986549101,0.0,0.7816968476457566,1.7816968476457566
fig7_reversal,no_only,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,3,end,1320.0,a_only,0.0,0.8043088994720129,0.0,0.7279249686270811,1.727924968627081
fig7_reversal,no_only,3,end,1320.0,b_only,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_reversal,no_only,3,end,1320.0,shared,0.0,0.9785063986549101,0.0,0.7912953627122291,1.791295362712229
fig7_reversal,no_only,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,4,start,1860.0,a_only,0.0,0.5840481328614022,0.0,0.6804628529856317,1.6804628529856318
fig7_reversal,no_only,4,start,1860.0,b_only,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_reversal,no_only,4,start,1860.0,shared,0.0,0.9968488884015556,0.0,0.9109636703658486,1.9109636703658486
fig7_reversal,no_only,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,4,last_30s_start,1890.0,a_only,0.0,0.5840481328614022,0.0,0.6757606515985705,1.6757606515985706
fig7_reversal,no_only,4,last_30s_start,1890.0,b_only,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_reversal,no_only,4,last_30s_start,1890.0,shared,0.0,0.9968488884015556,0.0,0.9151523418763317,1.9151523418763317
fig7_reversal,no_only,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,no_only,4,end,1920.0,a_only,0.0,0.5840481328614022,0.0,0.6712877792792696,1.6712877792792695
fig7_reversal,no_only,4,end,1920.0,b_only,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_reversal,no_only,4,end,1920.0,shared,0.0,0.9968488884015556,0.0,0.919136729466671,1.919136729466671
fig7_reversal,no_only,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,start,300.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,start,300.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,last_30s_start,330.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,last_30s_start,330.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,end,360.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,end,360.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,start,900.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,start,900.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,last_30s_start,930.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,last_30s_start,930.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,end,960.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,end,960.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,start,1260.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,start,1260.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,last_30s_start,1290.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,last_30s_start,1290.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,end,1320.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,end,1320.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,start,1860.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,start,1860.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,last_30s_start,1890.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,last_30s_start,1890.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,end,1920.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,end,1920.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_reversal,neither,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,1,start,300.0,a_only,0.9864314409877991,0.6171071140248879,0.9858671509918503,0.18547992942670868,0.01675420884477964
fig7_odor_only,both,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,1,start,300.0,shared,0.9864314409877991,0.6171071140248879,0.9858671509918503,0.18547992942670868,0.01675420884477964
fig7_odor_only,both,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,1,last_30s_start,330.0,a_only,0.9864314409877991,0.6171071140248879,0.9862238502994308,0.20653063562069846,0.01662134665463362
fig7_odor_only,both,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,1,last_30s_start,330.0,shared,0.9864314409877991,0.6171071140248879,0.9862238502994308,0.20653063562069846,0.01662134665463362
fig7_odor_only,both,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,1,end,360.0,a_only,0.9864314409877991,0.6171071140248879,0.9863550726413697,0.22655468675894094,0.016736249602213316
fig7_odor_only,both,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,1,end,360.0,shared,0.9864314409877991,0.6171071140248879,0.9863550726413697,0.22655468675894094,0.016736249602213316
fig7_odor_only,both,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,2,start,900.0,a_only,0.9999975019496742,0.9438652371658662,0.9999973954909497,0.6110171508414255,4.1959087495857176e-06
fig7_odor_only,both,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,2,start,900.0,shared,0.9999975019496742,0.9438652371658662,0.9999973954909497,0.6110171508414255,4.1959087495857176e-06
fig7_odor_only,both,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,2,last_30s_start,930.0,a_only,0.9999975019496742,0.9438652371658662,0.9999974627856981,0.6272503435653045,4.128682844430916e-06
fig7_odor_only,both,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,2,last_30s_start,930.0,shared,0.9999975019496742,0.9438652371658662,0.9999974627856981,0.6272503435653045,4.128682844430916e-06
fig7_odor_only,both,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,2,end,960.0,a_only,0.9999975019496742,0.9438652371658662,0.9999974875420525,0.6426918341378491,4.127194153920087e-06
fig7_odor_only,both,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,2,end,960.0,shared,0.9999975019496742,0.9438652371658662,0.9999974875420525,0.6426918341378491,4.127194153920087e-06
fig7_odor_only,both,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,3,start,1260.0,a_only,0.9999975019496742,0.9438652371658662,0.9999975019490202,0.7611943343393842,4.399553232600827e-06
fig7_odor_only,both,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,3,start,1260.0,shared,0.9999975019496742,0.9438652371658662,0.9999975019490202,0.7611943343393842,4.399553232600827e-06
fig7_odor_only,both,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,3,last_30s_start,1290.0,a_only,0.9999975019496742,0.9438652371658662,0.9999975019494336,0.7701032993972059,4.421807549648963e-06
fig7_odor_only,both,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,3,last_30s_start,1290.0,shared,0.9999975019496742,0.9438652371658662,0.9999975019494336,0.7701032993972059,4.421807549648963e-06
fig7_odor_only,both,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,3,end,1320.0,a_only,0.9999975019496742,0.9438652371658662,0.9999975019495857,0.7785777691020546,4.442976932972451e-06
fig7_odor_only,both,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,3,end,1320.0,shared,0.9999975019496742,0.9438652371658662,0.9999975019495857,0.7785777691020546,4.442976932972451e-06
fig7_odor_only,both,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,4,start,1860.0,a_only,0.9999975019496742,0.9438652371658662,0.9999975019496742,0.8766643675157771,4.68800203472103e-06
fig7_odor_only,both,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,4,start,1860.0,shared,0.9999975019496742,0.9438652371658662,0.9999975019496742,0.8766643675157771,4.68800203472103e-06
fig7_odor_only,both,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,4,last_30s_start,1890.0,a_only,0.9999975019496742,0.9438652371658662,0.9999975019496742,0.8799417926026645,4.696189207527168e-06
fig7_odor_only,both,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,4,last_30s_start,1890.0,shared,0.9999975019496742,0.9438652371658662,0.9999975019496742,0.8799417926026645,4.696189207527168e-06
fig7_odor_only,both,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,4,end,1920.0,a_only,0.9999975019496742,0.9438652371658662,0.9999975019496742,0.8830593757819085,4.703977087203838e-06
fig7_odor_only,both,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,both,4,end,1920.0,shared,0.9999975019496742,0.9438652371658662,0.9999975019496742,0.8830593757819085,4.703977087203838e-06
fig7_odor_only,both,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,1,start,300.0,a_only,0.9864314409877991,0.0,0.9858671509918503,0.0,0.014132849008149706
fig7_odor_only,da_only,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,1,start,300.0,shared,0.9864314409877991,0.0,0.9858671509918503,0.0,0.014132849008149706
fig7_odor_only,da_only,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,1,last_30s_start,330.0,a_only,0.9864314409877991,0.0,0.9862238502994308,0.0,0.013776149700569174
fig7_odor_only,da_only,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,1,last_30s_start,330.0,shared,0.9864314409877991,0.0,0.9862238502994308,0.0,0.013776149700569174
fig7_odor_only,da_only,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,1,end,360.0,a_only,0.9864314409877991,0.0,0.9863550726413697,0.0,0.013644927358630321
fig7_odor_only,da_only,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,1,end,360.0,shared,0.9864314409877991,0.0,0.9863550726413697,0.0,0.013644927358630321
fig7_odor_only,da_only,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,2,start,900.0,a_only,0.9999975019496742,0.0,0.9999973954909497,0.0,2.6045090503190593e-06
fig7_odor_only,da_only,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,2,start,900.0,shared,0.9999975019496742,0.0,0.9999973954909497,0.0,2.6045090503190593e-06
fig7_odor_only,da_only,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,2,last_30s_start,930.0,a_only,0.9999975019496742,0.0,0.9999974627856981,0.0,2.5372143018786986e-06
fig7_odor_only,da_only,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,2,last_30s_start,930.0,shared,0.9999975019496742,0.0,0.9999974627856981,0.0,2.5372143018786986e-06
fig7_odor_only,da_only,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,2,end,960.0,a_only,0.9999975019496742,0.0,0.9999974875420525,0.0,2.5124579474677944e-06
fig7_odor_only,da_only,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,2,end,960.0,shared,0.9999975019496742,0.0,0.9999974875420525,0.0,2.5124579474677944e-06
fig7_odor_only,da_only,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,3,start,1260.0,a_only,0.9999975019496742,0.0,0.9999975019490202,0.0,2.498050979848898e-06
fig7_odor_only,da_only,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,3,start,1260.0,shared,0.9999975019496742,0.0,0.9999975019490202,0.0,2.498050979848898e-06
fig7_odor_only,da_only,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,3,last_30s_start,1290.0,a_only,0.9999975019496742,0.0,0.9999975019494336,0.0,2.4980505664018438e-06
fig7_odor_only,da_only,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,3,last_30s_start,1290.0,shared,0.9999975019496742,0.0,0.9999975019494336,0.0,2.4980505664018438e-06
fig7_odor_only,da_only,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,3,end,1320.0,a_only,0.9999975019496742,0.0,0.9999975019495857,0.0,2.4980504143012894e-06
fig7_odor_only,da_only,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,3,end,1320.0,shared,0.9999975019496742,0.0,0.9999975019495857,0.0,2.4980504143012894e-06
fig7_odor_only,da_only,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,4,start,1860.0,a_only,0.9999975019496742,0.0,0.9999975019496742,0.0,2.4980503258165143e-06
fig7_odor_only,da_only,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,4,start,1860.0,shared,0.9999975019496742,0.0,0.9999975019496742,0.0,2.4980503258165143e-06
fig7_odor_only,da_only,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,4,last_30s_start,1890.0,a_only,0.9999975019496742,0.0,0.9999975019496742,0.0,2.4980503258165143e-06
fig7_odor_only,da_only,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,4,last_30s_start,1890.0,shared,0.9999975019496742,0.0,0.9999975019496742,0.0,2.4980503258165143e-06
fig7_odor_only,da_only,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,4,end,1920.0,a_only,0.9999975019496742,0.0,0.9999975019496742,0.0,2.4980503258165143e-06
fig7_odor_only,da_only,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,da_only,4,end,1920.0,shared,0.9999975019496742,0.0,0.9999975019496742,0.0,2.4980503258165143e-06
fig7_odor_only,da_only,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,1,start,300.0,a_only,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_odor_only,no_only,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,1,start,300.0,shared,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_odor_only,no_only,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,1,last_30s_start,330.0,a_only,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_odor_only,no_only,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,1,last_30s_start,330.0,shared,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_odor_only,no_only,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,1,end,360.0,a_only,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_odor_only,no_only,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,1,end,360.0,shared,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_odor_only,no_only,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,2,start,900.0,a_only,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_odor_only,no_only,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,2,start,900.0,shared,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_odor_only,no_only,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,2,last_30s_start,930.0,a_only,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_odor_only,no_only,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,2,last_30s_start,930.0,shared,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_odor_only,no_only,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,2,end,960.0,a_only,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_odor_only,no_only,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,2,end,960.0,shared,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_odor_only,no_only,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,3,start,1260.0,a_only,0.0,0.9438652371658662,0.0,0.7611943343393842,1.7611943343393843
fig7_odor_only,no_only,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,3,start,1260.0,shared,0.0,0.9438652371658662,0.0,0.7611943343393842,1.7611943343393843
fig7_odor_only,no_only,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,3,last_30s_start,1290.0,a_only,0.0,0.9438652371658662,0.0,0.7701032993972059,1.770103299397206
fig7_odor_only,no_only,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,3,last_30s_start,1290.0,shared,0.0,0.9438652371658662,0.0,0.7701032993972059,1.770103299397206
fig7_odor_only,no_only,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,3,end,1320.0,a_only,0.0,0.9438652371658662,0.0,0.7785777691020546,1.7785777691020546
fig7_odor_only,no_only,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,3,end,1320.0,shared,0.0,0.9438652371658662,0.0,0.7785777691020546,1.7785777691020546
fig7_odor_only,no_only,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,4,start,1860.0,a_only,0.0,0.9438652371658662,0.0,0.8766643675157771,1.8766643675157773
fig7_odor_only,no_only,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,4,start,1860.0,shared,0.0,0.9438652371658662,0.0,0.8766643675157771,1.8766643675157773
fig7_odor_only,no_only,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,4,last_30s_start,1890.0,a_only,0.0,0.9438652371658662,0.0,0.8799417926026645,1.8799417926026645
fig7_odor_only,no_only,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,4,last_30s_start,1890.0,shared,0.0,0.9438652371658662,0.0,0.8799417926026645,1.8799417926026645
