body_id,graph_index,type,instance,kc_family,home_eligible_edges,away_eligible_edges,raw_events_across_32_histories,weighted_event_mass_across_32_histories,minimum_recorded_susceptibility,original_home_gain_sum_across_32_histories,candidate_home_gain_sum_across_32_histories
69855,52202,KCg-m,KCg-m_L,gamma,1,2,97,94.46686062497682,0.0,9.739398956298828e-05,-0.004431605339050293
69859,52205,KCg-m,KCg-m_R,gamma,1,4,76,73.90199493760902,0.24173144582471573,0.007281243801116943,0.004120230674743652
69885,52226,KCg-d,KCg-d_L,gamma,1,2,0,0.0,1.0,0.0,0.0
69905,52241,KCab-s,KCab-s_L,ab,1,0,1,1.0,0.7797391824072153,-0.002877652645111084,-0.002877652645111084
69956,52279,KCa'b'-ap1,KCa'b'-ap1_R,apbp,1,0,4,3.9812285684353954,0.2567696828687299,0.00037348270416259766,0.0003591775894165039
69967,52290,KCg-m,KCg-m_R,gamma,1,2,0,0.0,1.0,0.0,0.0
69973,52293,KCab-c,KCab-c_R,ab,2,0,14,13.284638766195558,0.0,0.005177855491638184,0.0017343759536743164
69987,52302,KCab-s,KCab-s_R,ab,2,0,0,0.0,1.0,0.0,0.0
70022,52330,KCg-m,KCg-m_R,gamma,1,2,51,49.28259215398379,0.0,-0.004573047161102295,-0.0065978169441223145
70029,52337,KCg-m,KCg-m_R,gamma,1,2,7,6.837064733031701,0.3322524313850782,0.0019215941429138184,0.0016738176345825195
70030,52338,KCg-m,KCg-m_R,gamma,1,2,37,35.02221533111766,0.0,-0.001264333724975586,-0.004324495792388916
70111,52404,KCab-s,KCab-s_L,ab,1,0,0,0.0,1.0,0.0,0.0
70124,52414,KCab-s,KCab-s_R,ab,1,0,0,0.0,1.0,0.0,0.0
70143,52432,KCg-m,KCg-m_L,gamma,1,2,0,0.0,1.0,0.0,0.0
70175,52459,KCa'b'-ap1,KCa'b'-ap1_R,apbp,1,0,0,0.0,1.0,0.0,0.0
70185,52468,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,0,0.0,1.0,0.0,0.0
70193,52476,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,6,6.0,0.6579952882531814,-0.004452943801879883,-0.004452943801879883
70211,52491,KCab-m,KCab-m_L,ab,1,0,1,1.0,0.029629443868010658,-0.0036327242851257324,-0.0036327242851257324
70223,52499,KCg-m,KCg-m_L,gamma,1,2,16,14.569582112016342,0.0,0.009526610374450684,0.0063468217849731445
70235,52508,KCg-m,KCg-m_R,gamma,1,2,37,35.93850883452053,0.0,-0.01468569040298462,-0.015750527381896973
70261,52527,KCab-c,KCab-c_L,ab,1,0,0,0.0,1.0,0.0,0.0
70271,52537,KCg-m,KCg-m_L,gamma,1,2,47,45.41758273128282,0.0,0.0064858198165893555,0.004124045372009277
70282,52546,KCa'b'-m,KCa'b'-m_L,apbp,0,0,3,3.0,0.3559168758070182,0.0,0.0
70283,52547,KCg-m,KCg-m_R,gamma,1,2,61,60.363052323981,0.0,-0.005693197250366211,-0.006163060665130615
70312,52570,KCg-m,KCg-m_R,gamma,1,2,35,33.52843943682501,0.0,-0.0007645487785339355,-0.002454817295074463
70322,52578,KCg-m,KCg-m_L,gamma,1,2,42,40.77398321605001,0.5049783446259813,-0.005807042121887207,-0.007397472858428955
70324,52580,KCg-m,KCg-m_R,gamma,1,2,39,38.03847044314282,0.0,-0.00764387845993042,-0.008703827857971191
70336,52590,KCab-c,KCab-c_R,ab,1,0,23,22.221449776840657,0.5321181107680139,-0.0009933114051818848,-0.0018929243087768555
70378,52624,KCab-s,KCab-s_R,ab,2,0,31,30.88568983363974,0.644480926197595,-0.00045049190521240234,-0.0007495880126953125
70380,52625,KCab-c,KCab-c_R,ab,1,0,2,2.0,0.5628105816601834,0.002839207649230957,0.002839207649230957
70396,52637,KCab-s,KCab-s_R,ab,2,0,38,37.879844329245444,0.8576082327490437,-0.0026971101760864258,-0.0029391050338745117
70445,52675,KCg-m,KCg-m_R,gamma,1,2,20,19.233929780494726,0.0091691702846954,0.0031859278678894043,0.0018426179885864258
70457,52684,KCa'b'-ap1,KCa'b'-ap1_L,apbp,0,0,32,31.97743734760873,0.7238070559042149,0.0,0.0
70477,52700,KCab-m,KCab-m_R,ab,2,0,1,1.0,0.0,-0.0019373893737792969,-0.0019373893737792969
70489,52710,KCg-m,KCg-m_R,gamma,1,2,1,1.0,0.0,-2.5331974029541016e-05,-2.5331974029541016e-05
70501,52719,KCab-c,KCab-c_R,ab,1,0,2,2.0,0.0,0.002199411392211914,0.002199411392211914
70509,52726,KCg-m,KCg-m_R,gamma,1,2,117,114.79046504111443,0.0,-0.010786831378936768,-0.013480782508850098
70513,52729,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,0,0.0,1.0,0.0,0.0
70526,52740,KCg-m,KCg-m_R,gamma,1,2,0,0.0,1.0,0.0,0.0
70553,52762,KCg-m,KCg-m_R,gamma,1,2,2,1.8432243352443356,0.6038245264550985,0.0009222030639648438,0.0006427764892578125
70614,52813,KCg-m,KCg-m_L,gamma,1,2,9,8.851343719030965,0.0,-0.0032042860984802246,-0.0033711791038513184
70690,52876,KCab-m,KCab-m_L,ab,2,0,0,0.0,1.0,0.0,0.0
70740,52916,KCg-m,KCg-m_L,gamma,1,3,139,137.47219842441882,0.026788657372177165,0.005791068077087402,0.003886282444000244
70747,52921,KCab-p,KCab-p_R,ab,1,0,0,0.0,1.0,0.0,0.0
70816,52981,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,0,0.0,1.0,0.0,0.0
70902,53043,KCab-s,KCab-s_R,ab,1,0,0,0.0,1.0,0.0,0.0
70909,53050,KCab-m,KCab-m_R,ab,1,0,0,0.0,1.0,0.0,0.0
70928,53064,KCg-m,KCg-m_R,gamma,1,2,56,54.353994991051195,0.0,-0.008430778980255127,-0.010509252548217773
70950,53081,KCab-m,KCab-m_L,ab,1,0,53,52.24509052094493,0.5141522815939192,-0.01256340742111206,-0.013584136962890625
70952,53083,KCg-m,KCg-m_R,gamma,1,2,49,47.0958230922007,0.0,-0.002512335777282715,-0.004796504974365234
70993,53117,KCab-c,KCab-c_R,ab,0,0,0,0.0,1.0,0.0,0.0
71008,53129,KCab-m,KCab-m_R,ab,1,0,41,40.51595572432046,0.3704250209010742,-0.004537701606750488,-0.005569815635681152
71028,53146,KCg-m,KCg-m_R,gamma,1,2,26,24.868208382965687,0.0,-0.005001366138458252,-0.006765305995941162
71030,53148,KCab-s,KCab-s_L,ab,1,0,4,4.0,0.6055997598976061,0.0009369850158691406,0.0009369850158691406
71033,53151,KCg-m,KCg-m_R,gamma,1,2,0,0.0,1.0,0.0,0.0
71039,53156,KCab-m,KCab-m_R,ab,1,0,85,84.03637466883958,0.7446157240699764,-0.021917760372161865,-0.023208796977996826
71053,53169,KCa'b'-ap1,KCa'b'-ap1_R,apbp,0,0,1,1.0,0.8046922239162629,0.0,0.0
71088,53200,KCab-s,KCab-s_R,ab,1,0,0,0.0,1.0,0.0,0.0
71095,53207,KCa'b'-ap1,KCa'b'-ap1_L,apbp,1,0,0,0.0,1.0,0.0,0.0
71120,53224,KCab-s,KCab-s_R,ab,1,0,24,23.938370384535972,0.6131317118957538,-0.014668464660644531,-0.014710664749145508
71121,53225,KCg-m,KCg-m_R,gamma,1,2,5,5.0,0.0,-0.00203627347946167,-0.00203627347946167
71127,53230,KCab-c,KCab-c_R,ab,1,0,2,1.928525236774418,0.7990189378415363,0.0012115240097045898,0.0010396242141723633
71128,53231,KCab-c,KCab-c_L,ab,1,0,56,55.289327034220946,0.670428172979442,-0.0006633400917053223,-0.0017665624618530273
71166,53261,KCg-m,KCg-m_L,gamma,1,2,7,6.739925852472987,0.0,0.001515805721282959,0.0009484291076660156
71189,53279,KCab-c,KCab-c_R,ab,2,0,28,27.397332844440477,0.275773403613766,-0.01891922950744629,-0.021005630493164062
71317,53380,KCg-m,KCg-m_L,gamma,1,2,169,166.9192631617771,0.0,-0.015179336071014404,-0.017386674880981445
71326,53388,KCab-s,KCab-s_L,ab,2,0,5,5.0,0.41067340867098795,0.002590179443359375,0.002590179443359375
71366,53421,KCab-s,KCab-s_R,ab,1,0,1,1.0,0.0,0.0,0.0
71406,53454,KCg-m,KCg-m_L,gamma,1,2,254,251.10365691947482,0.6492524541512613,-0.0017395615577697754,-0.005174398422241211
71469,53502,KCab-m,KCab-m_L,ab,2,0,9,8.928330531093154,0.3987462259916361,0.0058487653732299805,0.005665898323059082
71474,53506,KCg-m,KCg-m_L,gamma,1,2,8,7.872042968248106,0.0,-0.0013211369514465332,-0.0015227794647216797
71486,53514,KCg-d,KCg-d_R,gamma,1,3,0,0.0,1.0,0.0,0.0
71494,53521,KCab-s,KCab-s_R,ab,2,0,6,5.993343400652373,0.9307452619847213,-0.0023238658905029297,-0.0023217201232910156
71501,53528,KCab-s,KCab-s_L,ab,2,0,0,0.0,1.0,0.0,0.0
71512,53538,KCab-c,KCab-c_R,ab,1,0,3,2.9793621062544458,0.8813831414414125,-0.0002529621124267578,-0.0002866983413696289
71530,53555,KCa'b'-ap2,KCa'b'-ap2_L,apbp,0,0,0,0.0,1.0,0.0,0.0
71610,53619,KCab-m,KCab-m_L,ab,1,0,6,5.695812171840604,0.24616257460891663,0.0017856955528259277,0.001056671142578125
71618,53626,KCg-m,KCg-m_L,gamma,1,2,131,128.09210565434006,0.0,-7.855892181396484e-05,-0.003464639186859131
71627,53633,KCab-s,KCab-s_R,ab,2,0,9,8.969011706425746,0.5254099392282292,-0.0120772123336792,-0.01212918758392334
71676,53671,KCab-s,KCab-s_R,ab,2,0,2,1.9028078642428086,0.8013802027775572,0.00015354156494140625,-0.00027298927307128906
71688,53683,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
71691,53685,KCab-c,KCab-c_R,ab,1,0,98,96.91060982688782,0.04880719439752585,-0.011029481887817383,-0.01199185848236084
71770,53746,KCg-m,KCg-m_R,gamma,1,2,3,3.0,0.0,-0.002355635166168213,-0.002355635166168213
71800,53771,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,0,0.0,1.0,0.0,0.0
71814,53782,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,0,0.0,1.0,0.0,0.0
71840,53805,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,0,0.0,1.0,0.0,0.0
71902,53855,KCg-m,KCg-m_R,gamma,1,3,13,12.659335292738398,0.0,0.0005259513854980469,-1.9311904907226562e-05
71907,53860,KCab-m,KCab-m_L,ab,2,0,2,2.0,0.0,0.003028273582458496,0.003028273582458496
71908,53861,KCa'b'-m,KCa'b'-m_R,apbp,1,0,0,0.0,1.0,0.0,0.0
71970,53914,KCab-s,KCab-s_L,ab,1,0,1,1.0,0.9881998393589172,0.0016895532608032227,0.0016895532608032227
72002,53941,KCg-m,KCg-m_L,gamma,1,2,26,25.153027156617984,0.0,0.002577662467956543,0.0013727545738220215
72032,53964,KCg-m,KCg-m_R,gamma,1,2,4,4.0,0.0,-0.001941084861755371,-0.001941084861755371
72049,53977,KCg-m,KCg-m_R,gamma,1,2,0,0.0,1.0,0.0,0.0
72097,54011,KCg-m,KCg-m_L,gamma,1,2,78,76.78346854600717,0.09535647414104077,-0.006003618240356445,-0.007287085056304932
72111,54023,KCg-m,KCg-m_R,gamma,1,2,74,72.40897243630089,0.0,-0.008311927318572998,-0.010410964488983154
72116,54027,KCg-m,KCg-m_L,gamma,1,2,0,0.0,1.0,0.0,0.0
72141,54043,KCg-m,KCg-m_R,gamma,1,2,39,37.50891079654448,0.0,-0.0015085935592651367,-0.0038118958473205566
72166,54066,KCab-m,KCab-m_R,ab,1,0,0,0.0,1.0,0.0,0.0
72195,54088,KCa'b'-ap1,KCa'b'-ap1_R,apbp,2,0,1,1.0,0.6856137785251702,-0.0025554895401000977,-0.0025554895401000977
72196,54089,KCa'b'-ap2,KCa'b'-ap2_L,apbp,0,0,0,0.0,1.0,0.0,0.0
72201,54092,KCab-c,KCab-c_L,ab,1,0,0,0.0,1.0,0.0,0.0
72230,54118,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
72234,54122,KCab-s,KCab-s_R,ab,1,0,22,21.689582592880264,0.6958435701363608,-0.0020343661308288574,-0.002670109272003174
72239,54127,KCab-s,KCab-s_R,ab,1,0,1,1.0,0.2950477565445569,-0.0029213428497314453,-0.0029213428497314453
72242,54130,KCa'b'-ap2,KCa'b'-ap2_L,apbp,0,0,0,0.0,1.0,0.0,0.0
72299,54179,KCab-c,KCab-c_R,ab,1,0,3,3.0,0.36168553900218237,0.0029962658882141113,0.0029962658882141113
72344,54215,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,0,0.0,1.0,0.0,0.0
72350,54219,KCg-m,KCg-m_L,gamma,1,2,33,32.430930138866714,0.0,-1.8775463104248047e-05,-0.0008672475814819336
72359,54227,KCab-s,KCab-s_R,ab,1,0,18,17.898620274478354,0.6780613708850878,-0.001379847526550293,-0.001538991928100586
72362,54230,KCa'b'-m,KCa'b'-m_R,apbp,0,0,1,1.0,0.8502921114373357,0.0,0.0
72375,54242,KCab-m,KCab-m_R,ab,1,0,43,42.41630732263002,0.0,-0.00012731552124023438,-0.0005650520324707031
72387,54252,KCg-m,KCg-m_R,gamma,1,2,84,82.74165027281536,0.0,-0.00186234712600708,-0.0033215880393981934
72433,54288,KCab-c,KCab-c_R,ab,1,0,83,81.8095137342241,0.0,-0.006307840347290039,-0.008002638816833496
72438,54291,KCab-p,KCab-p_R,ab,1,0,0,0.0,1.0,0.0,0.0
72495,54336,KCab-s,KCab-s_R,ab,2,0,0,0.0,1.0,0.0,0.0
72512,54346,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
72516,54349,KCab-m,KCab-m_L,ab,1,0,0,0.0,1.0,0.0,0.0
72523,54355,KCg-m,KCg-m_R,gamma,1,2,156,152.7394394659924,0.0,-0.00295335054397583,-0.007542550563812256
72538,54366,KCab-s,KCab-s_R,ab,2,0,1,1.0,0.686806157772404,0.0018880367279052734,0.0018880367279052734
72559,54380,KCab-s,KCab-s_L,ab,1,0,4,3.991232761826742,0.9390429802124718,0.004235029220581055,0.004220128059387207
72604,54420,KCg-m,KCg-m_L,gamma,1,2,13,12.814366065269109,0.09682682205316244,0.00030112266540527344,7.152557373046875e-05
72606,54421,KCg-m,KCg-m_L,gamma,1,2,0,0.0,1.0,0.0,0.0
72610,54425,KCab-m,KCab-m_L,ab,1,0,0,0.0,1.0,0.0,0.0
72643,54449,KCg-m,KCg-m_R,gamma,0,2,3,2.6745232576503106,0.0,0.0,0.0
72645,54451,KCab-s,KCab-s_R,ab,2,0,3,2.997336291548483,0.7916660434796462,-0.006236433982849121,-0.006232023239135742
72678,54478,KCg-m,KCg-m_L,gamma,1,2,125,123.45348171936519,0.25046138186428984,0.006246328353881836,0.004348039627075195
72681,54481,KCab-m,KCab-m_L,ab,2,0,25,24.591540691587657,0.0,0.016321659088134766,0.015214800834655762
72684,54484,KCg-m,KCg-m_L,gamma,1,2,56,55.37335814292628,0.0,-0.0158689022064209,-0.01623857021331787
72693,54492,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,0,0.0,1.0,0.0,0.0
72694,54493,KCa'b'-m,KCa'b'-m_R,apbp,1,0,29,28.690463355230158,0.5456655539235431,-0.0005203485488891602,-0.0009262561798095703
72695,54494,KCg-m,KCg-m_R,gamma,1,2,9,8.635669049310842,0.07800055504588707,-0.0024167299270629883,-0.002505064010620117
72723,54519,KCa'b'-ap2,KCa'b'-ap2_L,apbp,0,0,0,0.0,1.0,0.0,0.0
72755,54537,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,20,19.868319291876894,0.7806551524398637,0.0019705891609191895,0.0017644166946411133
72854,54617,KCg-m,KCg-m_L,gamma,1,2,1,1.0,0.16912376160954667,0.0032657384872436523,0.0032657384872436523
72855,54618,KCab-s,KCab-s_L,ab,1,0,0,0.0,1.0,0.0,0.0
72865,54625,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,10,9.965293560759989,0.8846400791267263,0.0,0.0
72913,54662,KCab-s,KCab-s_R,ab,2,0,14,13.515924873370407,0.0,-0.0019477605819702148,-0.003536224365234375
72916,54664,KCg-m,KCg-m_R,gamma,1,2,73,71.71310447050328,0.169286792647619,-0.0010439157485961914,-0.0023335814476013184
72939,54681,KCg-m,KCg-m_R,gamma,1,2,22,21.435129489178447,0.0,-0.008259415626525879,-0.008894801139831543
72978,54711,KCab-s,KCab-s_R,ab,1,0,20,19.918006326558327,0.7356996467340848,0.0009025335311889648,0.0008023381233215332
73006,54733,KCab-s,KCab-s_R,ab,1,0,10,9.942911915091965,0.7068415849272613,0.0011576414108276367,0.00106048583984375
73013,54738,KCg-m,KCg-m_L,gamma,1,2,131,128.563522810415,0.36777923954836433,0.0017254352569580078,-0.0017988085746765137
73039,54757,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,16,15.879416877771938,0.7544346273473913,0.0,0.0
73125,54825,KCg-m,KCg-m_L,gamma,1,2,22,21.24050983033281,0.0,0.0007624030113220215,2.384185791015625e-06
73146,54841,KCa'b'-ap2,KCa'b'-ap2_L,apbp,0,0,0,0.0,1.0,0.0,0.0
73161,54852,KCg-m,KCg-m_R,gamma,1,2,51,49.4041509896176,0.0,-0.0003910660743713379,-0.0026398301124572754
73191,54878,KCab-s,KCab-s_R,ab,1,0,0,0.0,1.0,0.0,0.0
73195,54881,KCg-m,KCg-m_R,gamma,1,2,15,14.295604059765855,0.17032866300295457,-0.00035440921783447266,-0.0019043684005737305
73196,54882,KCg-m,KCg-m_L,gamma,1,2,0,0.0,1.0,0.0,0.0
73197,54883,KCg-m,KCg-m_L,gamma,1,2,16,15.42713420425536,0.0,-0.010893583297729492,-0.01203066110610962
73227,54904,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
73248,54921,KCab-c,KCab-c_R,ab,1,0,0,0.0,1.0,0.0,0.0
73296,54961,KCg-m,KCg-m_R,gamma,1,2,73,69.94283383113243,0.0,-0.012568354606628418,-0.016937673091888428
73306,54970,KCab-s,KCab-s_R,ab,2,0,0,0.0,1.0,0.0,0.0
73335,54993,KCg-m,KCg-m_L,gamma,1,2,70,67.79258858014536,0.0,0.00687098503112793,0.003510117530822754
73337,54995,KCab-m,KCab-m_L,ab,2,0,0,0.0,1.0,0.0,0.0
73354,55009,KCg-m,KCg-m_L,gamma,1,2,69,67.69368670959207,0.0,-0.004553675651550293,-0.006393015384674072
73442,55083,KCab-m,KCab-m_R,ab,1,0,0,0.0,1.0,0.0,0.0
73453,55092,KCa'b'-ap2,KCa'b'-ap2_L,apbp,0,0,0,0.0,1.0,0.0,0.0
73457,55096,KCg-m,KCg-m_R,gamma,1,2,143,140.2742561358792,0.0,-0.012197911739349365,-0.016376078128814697
73487,55117,KCab-m,KCab-m_R,ab,2,0,2,2.0,0.6707333721094062,-0.002046942710876465,-0.002046942710876465
73508,55134,KCab-c,KCab-c_R,ab,1,0,57,55.19495888747995,0.0,0.008761405944824219,0.006228089332580566
73570,55179,KCab-c,KCab-c_R,ab,1,0,4,4.0,0.0,-0.004642665386199951,-0.004642665386199951
73583,55188,KCa'b'-m,KCa'b'-m_R,apbp,1,0,35,34.80882041121374,0.12498169758123955,-0.0016020536422729492,-0.001816391944885254
73588,55191,KCab-s,KCab-s_R,ab,2,0,0,0.0,1.0,0.0,0.0
73645,55227,KCab-m,KCab-m_R,ab,2,0,0,0.0,1.0,0.0,0.0
73650,55230,KCa'b'-m,KCa'b'-m_L,apbp,1,0,10,9.87424155312706,0.8236634070893011,0.003770768642425537,0.0036154985427856445
73721,55288,KCab-s,KCab-s_R,ab,1,0,54,53.91067420988731,0.875444672072541,-0.008091568946838379,-0.00818711519241333
73742,55302,KCab-c,KCab-c_R,ab,1,0,0,0.0,1.0,0.0,0.0
73744,55304,KCg-m,KCg-m_L,gamma,1,2,1,1.0,0.0,0.002164602279663086,0.002164602279663086
73750,55310,KCg-m,KCg-m_R,gamma,1,3,0,0.0,1.0,0.0,0.0
73783,55336,KCg-m,KCg-m_L,gamma,1,2,81,79.26256163002009,0.0,-0.005115032196044922,-0.006907641887664795
73814,55362,KCg-m,KCg-m_R,gamma,1,2,38,35.99338354063445,0.0,0.011387467384338379,0.008505523204803467
73850,55391,KCg-m,KCg-m_R,gamma,1,2,48,46.08543491298093,0.0,0.006540238857269287,0.003740966320037842
73970,55489,KCg-m,KCg-m_L,gamma,1,2,16,15.435886997385984,0.007764834332728857,0.00187605619430542,0.0007036924362182617
74016,55525,KCab-m,KCab-m_L,ab,2,0,0,0.0,1.0,0.0,0.0
74064,55563,KCa'b'-ap2,KCa'b'-ap2_L,apbp,1,0,0,0.0,1.0,0.0,0.0
74094,55588,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
74103,55596,KCab-m,KCab-m_R,ab,2,0,90,88.77190369455857,0.24732289503973776,0.00781559944152832,0.004316568374633789
74106,55599,KCab-m,KCab-m_R,ab,2,0,49,47.70435326079849,0.0,0.017860054969787598,0.01301109790802002
74110,55603,KCg-m,KCg-m_L,gamma,1,2,32,30.975984958057083,0.0,0.003168463706970215,0.0017984509468078613
74116,55608,KCa'b'-m,KCa'b'-m_L,apbp,0,0,15,14.929715975127577,0.6306483655234828,0.0,0.0
74135,55626,KCab-s,KCab-s_R,ab,2,0,0,0.0,1.0,0.0,0.0
74141,55630,KCa'b'-m,KCa'b'-m_R,apbp,0,0,0,0.0,1.0,0.0,0.0
74190,55670,KCg-m,KCg-m_R,gamma,1,2,215,211.2009580468773,0.18293765456743513,-0.02316415309906006,-0.0266951322555542
74203,55680,KCg-m,KCg-m_L,gamma,1,2,70,68.2612664888637,0.0,0.004224658012390137,0.0020276308059692383
74222,55698,KCg-m,KCg-m_L,gamma,2,2,0,0.0,1.0,0.0,0.0
74239,55709,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,0,0.0,1.0,0.0,0.0
74260,55728,KCg-m,KCg-m_R,gamma,1,2,1,1.0,0.0,0.0013689994812011719,0.0013689994812011719
74269,55734,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
74289,55750,KCab-m,KCab-m_L,ab,2,0,26,25.449157550030222,0.238174645679317,-0.012691974639892578,-0.014606118202209473
74301,55758,KCab-m,KCab-m_R,ab,1,0,2,2.0,0.6886156699792312,-0.0015491247177124023,-0.0015491247177124023
74307,55762,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,82,81.45777732225525,0.5626531271609787,0.0,0.0
74328,55778,KCab-c,KCab-c_R,ab,1,0,28,27.25171323494611,0.5601075825049379,-0.008306503295898438,-0.009432733058929443
74362,55804,KCg-d,KCg-d_L,gamma,1,2,0,0.0,1.0,0.0,0.0
74368,55809,KCg-m,KCg-m_R,gamma,1,1,35,33.84428245097468,0.0,-0.006616652011871338,-0.008784592151641846
74380,55819,KCa'b'-ap1,KCa'b'-ap1_R,apbp,1,0,3,2.9971776170067064,0.8880723139647186,0.001324295997619629,0.0013260841369628906
74403,55839,KCg-m,KCg-m_R,gamma,1,2,29,27.637702415798145,0.0,-0.00039762258529663086,-0.0027088522911071777
74421,55855,KCab-c,KCab-c_R,ab,1,0,0,0.0,1.0,0.0,0.0
74434,55865,KCg-m,KCg-m_L,gamma,1,3,32,31.023860311199652,0.0,0.004139602184295654,0.0027049779891967773
74461,55888,KCab-m,KCab-m_R,ab,1,0,19,18.26519876898493,0.08516374933367188,0.003633558750152588,0.002265334129333496
74518,55936,KCab-s,KCab-s_L,ab,1,0,0,0.0,1.0,0.0,0.0
74531,55948,KCa'b'-m,KCa'b'-m_L,apbp,0,0,21,20.63494685023159,0.7577671923615875,0.0,0.0
74542,55958,KCg-d,KCg-d_R,gamma,1,2,0,0.0,1.0,0.0,0.0
74548,55961,KCa'b'-ap1,KCa'b'-ap1_R,apbp,0,0,72,71.6035742172008,0.7607545671036609,0.0,0.0
74549,55962,KCab-s,KCab-s_L,ab,1,0,0,0.0,1.0,0.0,0.0
74553,55966,KCab-m,KCab-m_R,ab,1,0,49,48.22597296089649,0.03549054336821979,-0.007693052291870117,-0.008808612823486328
74568,55980,KCab-c,KCab-c_R,ab,1,0,1,1.0,0.7701566581127551,-0.0006928443908691406,-0.0006928443908691406
74610,56016,KCab-c,KCab-c_L,ab,1,0,26,25.909458373263774,0.4897708202965405,-0.007981300354003906,-0.008205294609069824
74620,56024,KCab-m,KCab-m_L,ab,1,0,9,8.673173541099894,0.2248034983665005,0.0016413331031799316,0.0006667375564575195
74623,56027,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,1,1.0,0.9785005299668307,0.001027822494506836,0.001027822494506836
74663,56050,KCa'b'-ap1,KCa'b'-ap1_L,apbp,1,0,10,9.97550852755593,0.9044849274069406,0.0026784539222717285,0.00263822078704834
74665,56051,KCa'b'-ap2,KCa'b'-ap2_R,apbp,1,0,1,1.0,0.8706274727025425,-0.0025721192359924316,-0.0025721192359924316
74668,56053,KCa'b'-ap1,KCa'b'-ap1_R,apbp,1,0,4,3.8411902321895424,0.6834595036563456,0.0011335015296936035,0.0008460879325866699
74682,56064,KCab-s,KCab-s_R,ab,1,0,7,6.928059654842169,0.7160655937217071,0.002081930637359619,0.0019057393074035645
74683,56065,KCa'b'-ap2,KCa'b'-ap2_R,apbp,0,0,2,2.0,0.7255443646370708,0.0,0.0
74698,56078,KCg-m,KCg-m_L,gamma,1,3,1,1.0,0.0,0.0004709959030151367,0.0004709959030151367
74708,56088,KCg-m,KCg-m_L,gamma,1,2,27,26.43095730833716,0.2569678847570446,0.005333900451660156,0.004694879055023193
74721,56100,KCab-s,KCab-s_R,ab,2,0,2,2.0,0.626814323505533,-0.0029300451278686523,-0.0029300451278686523
74740,56114,KCab-s,KCab-s_R,ab,2,0,0,0.0,1.0,0.0,0.0
74760,56131,KCab-c,KCab-c_L,ab,1,0,2,2.0,0.5463942650779253,-0.0003349184989929199,-0.0003349184989929199
74803,56164,KCab-s,KCab-s_R,ab,1,0,10,9.524461683001075,0.0026465031451016583,-0.0030893683433532715,-0.004181385040283203
74812,56172,KCab-s,KCab-s_R,ab,1,0,73,72.71335413877487,0.6929255469757746,-0.009236335754394531,-0.009531915187835693
74851,56202,KCab-m,KCab-m_R,ab,1,0,60,58.960696378552214,0.0,0.0008658766746520996,-0.0004862546920776367
74869,56218,KCab-s,KCab-s_R,ab,1,0,29,28.802359002617145,0.7966293757342545,-0.012037158012390137,-0.012292563915252686
74899,56243,KCab-m,KCab-m_R,ab,1,0,18,17.889322955466906,0.271325086891677,-0.007028698921203613,-0.007125556468963623
74926,56264,KCg-m,KCg-m_L,gamma,1,2,88,86.44524975381194,0.0,0.0023574233055114746,0.0004635453224182129
74992,56317,KCg-m,KCg-m_L,gamma,1,2,5,4.898836932374284,0.473528769421809,0.0025556087493896484,0.0024548768997192383
75029,56347,KCg-m,KCg-m_R,gamma,1,2,279,275.94040194898656,0.7828935301773207,-0.01733684539794922,-0.020311176776885986
75031,56349,KCa'b'-ap1,KCa'b'-ap1_R,apbp,1,0,9,8.87040584534359,0.6324301547768577,-0.0025095343589782715,-0.00275498628616333
75042,56359,KCab-c,KCab-c_L,ab,1,0,0,0.0,1.0,0.0,0.0
75045,56362,KCg-m,KCg-m_R,gamma,1,3,54,52.06826082854719,0.0,-0.010462522506713867,-0.013193070888519287
75050,56367,KCab-s,KCab-s_R,ab,1,0,17,16.95526194496532,0.7632252221567586,0.005444347858428955,0.005420804023742676
75053,56370,KCa'b'-ap2,KCa'b'-ap2_L,apbp,1,0,0,0.0,1.0,0.0,0.0
